Material Code,,Description,Supply Plan,,,,,Buffer days, future average ,lead time,lead time months,EX,variance (demand),Variance lead time demand,ROP,ROP in days,Buffer stock,,Maximum stock,Stacking quantity,MOQ,Difference,Order Delivery,Order Quantity,,Pallet requirement,Pallet requirement,,,Issuing,,,,,,
,,,Jul SP,Aug SP,Sep SP,Oct SP,Nov SP,,,,,,,,,,,Buffer Days,,,,,,,,,,,,,,,,,,
101859,Drum,BULK GOLD BLACK JEANS - IMPORTED," 1,163 ", 616 , 773 ," 1,348 ", 773 , 30 , 916 ,70,2.333333333," 2,137.35 ",94265.01552,769.1437447," 2,906.49 ", 95.19 ,966.1195818, 31.64 ," 1,424 ",800,400, (516), 15 , 458 , (58), 1.78 , 2 ,611.07,870238.98,6,,,,,,
100010,Box,ALLANTOIN B.P, 51 , 35 , 43 , 36 , 34 , 30 , 42 ,90,3, 125.71 ,52.83678165,20.64774622, 146.36 , 104.78 ,25.93558366, 18.57 , 126 ,75,100, 58 , 30 , 100 , -   , 1.68 , 2 ,3856.93,485724.7307,886,,,,,,
100080,Drum,PROTACHEM SMS, 166 , 98 , 134 , 187 , 69 , 30 , 154 ,90,3, 462.33 ,2348.11905,137.6462967, 599.98 , 116.79 ,172.8971775, 33.66 , 327 ,181.44,90.7185, (63), 30 , 154 , (63), 1.80 , 2 ,1894.13,619395.4828,460,,,,,,
100099,Bags,SODIUM BENZOATE, 317 , 277 , 234 , 252 , 261 , 30 , 352 ,35,1.166666667, 410.23 ,979.4139297,55.43708436, 465.67 , 39.73 ,69.63438646, 5.94 , 421 ,375,100, (252), 30 , 352 , (252), 1.12 , 2 ,300,126377.565,1232,,,,,,
100100,Drum,SODIUM SACHCHARIN, 452 , 427 , 288 , 337 , 355 , 30 , 374 ,75,2.5, 934.91 ,4497.835552,173.9064296," 1,108.82 ", 88.95 ,218.443442, 17.52 , 405 ,450,25, (349), 15 , 187 , (162), 0.90 , 1 ,1759.22,713232.7479,1671,,,,,,
100198,Drum,LANELGINE, 495 , 393 , 448 , 405 , 362 , 30 , 452 ,60,2, 903.64 ,2671.801422,119.8839197," 1,023.52 ", 67.96 ,150.5858992, 10.00 , 651 ,450,500, 48 , 30 , 500 , -   , 1.45 , 2 ,2210.52,1438133.142,1332,,,,,,
100713,Bags,MAGNESIUM SULPHATE, 500 , 180 , 335 , 399 , 255 , 30 , 324 ,30,1, 324.05 ,15436.99063,203.7629259, 527.82 , 48.86 ,255.9461143, 23.69 , 580 ,500,300, (24), 30 , 324 , (24), 1.16 , 2 ,48.25,27984.95072,163,,,,,,
101015,Drum,UVTEX POWDER (Optical brightener), 61 , 28 , 38 , 38 , 38 , 30 , 57 ,30,1, 57.27 ,146.5716856,19.85495418, 77.13 , 40.40 ,24.93975952, 13.06 , 82 ,75,25, (32), 30 , 57 , (32), 1.10 , 2 ,402.29,33073.97607,35,,,,,,
101091,Drum,BENZYL ALCOHOL, 592 , 553 , 381 , 439 , 464 , 30 , 479 ,60,2, 958.79 ,7347.936376,198.8115172," 1,157.60 ", 72.44 ,249.7266618, 15.63 , 729 ,800,420, (59), 30 , 479 , (59), 0.91 , 1 ,869.94,634293.0624,974,,,,,,
101282,Drum,POLYOX WSR 301, 61 , 22 , 41 , 48 , 31 , 30 , 39 ,90,3, 118.29 ,228.334432,42.9230109, 161.21 , 122.66 ,53.91548931, 41.02 , 117 ,63,63.5, 24 , 30 , 64 , -   , 1.86 , 2 ,6999.87,821893.1611,277,,,,,,
101298,Reel,POUCH TAPE 30mm, 235 , 91 , 205 , 169 , 204 , 30 , 212 ,60,2, 423.82 ,3051.911417,128.1282244, 551.95 , 78.14 ,160.9415502, 22.78 , 373 ,300,150, (62), 30 , 212 , (62), 1.24 , 2 ,1849.66,689648.2726,34,,,,,,
101370,Drum,CLASSIC FRESH 3 ( SRILEX 1879 ), 21 , 17 , 17 , 17 , 17 , 30 , 21 ,75,2.5, 53.44 ,4.154174689,5.285136763, 58.73 , 82.42 ,6.638647398, 9.32 , 32 ,25,25, 4 , 15 , 25 , -   , 1.27 , 2 ,3246.3,102708.541,18,,,,,,
101376,Drum,RITA IPM ( ISOPROPYL MIRISTATE NF ), 387 , 235 , 372 , 455 , 147 , 30 , 389 ,90,3," 1,167.55 ",15604.81015,354.8409392," 1,522.39 ", 117.35 ,445.7148382, 34.36 , 835 ,600,175, (214), 30 , 389 , (214), 1.39 , 2 ,1903.84,1589512.295,317,,,,,,
101380,Can,COVABSORB DS, 379 , 328 , 193 , 316 , 127 , 30 , 300 ,90,3, 898.93 ,10908.22744,296.6754212," 1,195.60 ", 119.70 ,372.653273, 37.31 , 672 ,300,100, (200), 30 , 300 , (200), 2.24 , 3 ,13207.97,8879661.944,1030,,,,,,
101453,Drum,SPRING ORCHID PSX11978 AW, 644 , 340 , 642 , 502 , 485 , 30 , 505 ,60,2," 1,009.02 ",16043.13942,293.7673494," 1,302.79 ", 77.47 ,369.0004511, 21.94 , 621 ,800,200, (305), 15 , 252 , (52), 0.78 , 1 ,2296.65,1426806.788,31,,,,,,
101469,Reel,NEW RELEASE PAPER PRINTED 50mm - GREEN, 516 , 181 , 425 , 333 , 396 , 30 , 368 ,65,2.166666667, 797.02 ,15519.48294,300.7312247," 1,097.75 ", 89.53 ,377.7477579, 30.81 , 878 ,600,500, 132 , 30 , 500 , -   , 1.46 , 2 ,512.09,449485.8493,10,,,,,,
101515,Bags,SHANDONG CMC, 120 , 144 , 86 , 112 , 112 , 30 , 131 ,60,2, 261.67 ,438.9320284,48.59118405, 310.26 , 71.14 ,61.03526777, 14.00 , 261 ,200,200, 69 , 30 , 200 , -   , 1.31 , 2 ,867.18,226364.5635,368,,,,,,
101605,Drum,SRILEX 1904, 47 , 29 , 37 , 37 , 32 , 30 , 36 ,75,2.5, 89.28 ,51.68691917,18.64250103, 107.92 , 90.66 ,23.41680007, 19.67 , 48 ,50,25, (11), 15 , 18 , 7 , 0.97 , 1 ,4093.62,198199.9811,309,,,,,,
101825,Bottles,SWEET ALMOND OIL, 3 , 3 , 3 , 2 , 2 , 30 , 3 ,60,2, 5.49 ,0.216994108,1.080395625, 6.57 , 71.81 ,1.35708231, 14.83 , 3 ,5,0.5, (2), 15 , 1 , (1), 0.55 , 1 ,16852.32,45999.35552,104,,,,,,
101832,Box,CARBOMER 980, 205 , 147 , 137 , 137 , 137 , 30 , 154 ,65,2.166666667, 333.15 ,872.0930846,71.28880263, 404.44 , 78.91 ,89.54569111, 17.47 , 243 ,200,100, (54), 30 , 154 , (54), 1.22 , 2 ,3445.98,838434.5595,776,,,,,,
101841,Box,JAGUAR C 13 S, 174 , 125 , 118 , 117 , 117 , 30 , 132 ,60,2, 263.87 ,593.0450864,56.48104221, 320.35 , 72.84 ,70.94569936, 16.13 , 203 ,200,25, (107), 30 , 132 , (107), 1.01 , 2 ,7860,1594646.777,804,,,,,,
100448,Drum,PARIS 009 (  Srilex 1718 ), 19 , 8 , 31 , 31 , 31 , 30 , 34 ,75,2.5, 84.69 ,109.1160481,27.08682904, 111.78 , 98.99 ,34.02369989, 30.13 , 59 ,225,25, (9), 15 , 25 , -   , 0.26 , 1 ,5398.95,318666.0045,91,,,,,,
100005,Drum,ETHYL ALCOHOL ( Undenatured ), 357 , 172 , 195 , 187 , 187 , 30 ," 1,455 ",85,2.833333333," 4,121.92 ",5981.531992,213.500501," 4,335.42 ", 89.40 ,268.1774586, 5.53 ," 1,868 ",500,1600, 145 , 90 ," 1,600 ", -   , 3.74 , 4 ,1355.79,2532856.317,148,,,,,,
100012,Box,AMPHISOL, 142 , 105 , 140 , 146 , 108 , 30 , 130 ,60,2, 260.09 ,392.6098376,45.95570518, 306.04 , 70.60 ,57.72484919, 13.32 , 238 ,400,180, 50 , 30 , 180 , -   , 0.59 , 1 ,4824.61,1146929.685,1092,,,,,,
100016,Bucket,F.D.& C BLUE 1, 1 , 1 , 0 , 0 , 0 , 30 , 1 ,60,2, 1.08 ,0.018859666,0.318512031, 1.39 , 77.76 ,0.400082185, 22.31 , 2 ,4,2, 1 , 30 , 2 , -   , 0.60 , 1 ,54660.95,131190.7723,166,,,,,,
100019,Drum,BHT, 308 , 119 , 70 , 114 , 47 , 30 , 212 ,60,2, 423.21 ,10642.38594,239.2645449, 662.48 , 93.92 ,300.5396112, 42.61 , 512 ,300,25, (187), 30 , 212 , (187), 1.71 , 2 ,3051.19,1562652.748,1087,,,,,,
100028,Bags,CITRIC ACID, 44 , 40 , 30 , 34 , 34 , 30 , 562 ,30,1, 562.34 ,30.82961991,9.106006024, 571.45 , 30.49 ,11.43803196, 0.61 , 574 ,500,25, (537), 30 , 562 , (537), 1.15 , 2 ,220,126232.207,451,,,,,,
100031,Can,COPPER CHLOROPHYLL LIQUID, 75 , 16 , 12 , 16 , 8 , 30 , 50 ,65,2.166666667, 108.49 ,787.1997552,67.73020252, 176.22 , 105.58 ,85.07574219, 50.97 , 135 ,225,20, (30), 30 , 50 , (30), 0.60 , 1 ,10462.91,1414038.286,422,,,,,,
100033,Drum,CREMOPHOR RH 40, 293 , 182 , 210 , 237 , 204 , 30 , 201 ,70,2.333333333, 468.67 ,1835.483829,107.3266372, 576.00 , 86.03 ,134.8127272, 20.14 , 336 ,540,120, (81), 30 , 201 , (81), 0.62 , 1 ,1557.46,522793.9444,735,,,,,,
100046,Drum,FRESCOLAT ML, 3 , 1 , 2 , 2 , 1 , 30 , 10 ,60,2, 20.79 ,0.397587809,1.46243097, 22.26 , 64.22 ,1.836955975, 5.30 , 17 ,225,15, 5 , 30 , 15 , -   , 0.07 , 1 ,11222.51,188952.9068,215,,,,,,
100066,Drum,MENTHOL, 91 , 67 , 67 , 71 , 71 , 30 , 73 ,30,1, 73.45 ,99.02845706,16.32013903, 89.77 , 36.67 ,20.49968684, 8.37 , 94 ,440,5, (68), 30 , 73 , (68), 0.21 , 1 ,7193.7,675822.9989,295,,,,,,
100071,Drum,MULSIFAN RT, 12 , 13 , 13 , 15 , 13 , 30 , 15 ,90,3, 45.52 ,1.702116667,3.705946433, 49.23 , 97.33 ,4.655030275, 9.20 , 130 ,500,125, 110 , 30 , 125 , -   , 0.26 , 1 ,1335.57,173163.3688,79,,,,,,
100072,Bags,MICROCRYSTALLINE WAX, 76 , 73 , 71 , 71 , 71 , 30 , 70 ,60,2, 140.58 ,5.175221581,5.276225159, 145.85 , 62.25 ,6.627453554, 2.83 , 207 ,250,200, 130 , 30 , 200 , -   , 0.83 , 1 ,1213.55,250752.7463,224,,,,,,
100078,Can,POTASSIUM HYDROXIDE, 3 , 4 , 4 , 4 , 4 , 30 , 5 ,65,2.166666667, 10.07 ,0.129896563,0.870039015, 10.94 , 70.61 ,1.092853885, 7.05 , 51 ,225,50, 45 , 30 , 50 , -   , 0.23 , 1 ,3258.3,166475.8458,58,,,,,,
100084,Drum,PROPYL PARABEN, 185 , 132 , 132 , 150 , 114 , 30 , 665 ,60,2," 1,330.98 ",716.3086264,62.07388632," 1,393.05 ", 62.80 ,77.97085721, 3.51 , 743 ,450,100, (565), 30 , 665 , (565), 1.65 , 2 ,1373.4,1021069.073,2817,,,,,,
100085,Bucket,F.D.& C RED NO 04, 0 , 0 , 0 , 0 , 0 , 30 , 3 ,60,2, 6.94 ,0.001871305,0.100330064, 7.04 , 60.87 ,0.126024349, 1.09 , 2 ,4,2, (1), 30 , 2 , -   , 0.53 , 1 ,81181.12,172593.0378,108,,,,,,
100086,Bucket,F D & C RED NO 33, 0 , 0 , 0 , 0 , 0 , 30 , 8 ,60,2, 16.84 ,0.002751109,0.121650179, 16.96 , 60.43 ,0.152804493, 0.54 , 2 ,2,2, (6), 30 , 2 , -   , 1.08 , 2 ,49224.68,105971.1123,113,,,,,,
100090,Can,SALCARE 91, 51 , 51 , 50 , 50 , 50 , 30 , 50 ,70,2.333333333, 117.13 ,0.641604026,2.006622977, 119.14 , 71.20 ,2.520514227, 1.51 , 53 ,300,25, (25), 30 , 50 , (25), 0.18 , 1 ,3632.79,191517.7472,307,,,,,,
100109,Can,TRI ETHANOL AMINE, 114 , 62 , 78 , 125 , 39 , 30 , 85 ,90,3, 256.45 ,1293.194964,102.1495547, 358.60 , 125.85 ,128.3098065, 45.03 , 228 ,300,100, 15 , 30 , 100 , -   , 0.76 , 1 ,1294.67,295585.8572,220,,,,,,
100117,Bags,THIMOL, 1 , 1 , 1 , 1 , 1 , 30 , 5 ,30,1, 4.99 ,0.067156068,0.424997602, 5.42 , 32.55 ,0.533838451, 3.21 , 5 ,225,4, (1), 30 , 4 , -   , 0.02 , 1 ,3152.38,14292.38166,148,,,,,,
100120,Can,TWEEN 20, 41 , 41 , 46 , 36 , 40 , 30 , 54 ,60,2, 107.57 ,13.41133349,8.493659111, 116.06 , 64.74 ,10.66886449, 5.95 , 61 ,225,50, (4), 30 , 50 , -   , 0.27 , 1 ,1937.9,117570.1925,258,,,,,,
100125,Can,LAVANYA ZUNI DISPERSION, 168 , 72 , 104 , 123 , 85 , 30 , 104 ,60,2, 207.84 ,1409.761379,87.08265275, 294.92 , 85.14 ,109.3843077, 31.58 , 259 ,300,150, 46 , 30 , 150 , -   , 0.86 , 1 ,5259.53,1364239.548,81,,,,,,
100127,Drum,PURI COLOR YELLOW PYE 1-L, 183 , 83 , 132 , 150 , 118 , 30 , 125 ,60,2, 250.11 ,1366.711647,85.74272733, 335.86 , 80.57 ,107.7012307, 25.84 , 233 ,300,30, (95), 30 , 125 , (95), 0.78 , 1 ,5783.71,1346201.315,98,,,,,,
100128,Can,VITAMINE E, 6 , 6 , 6 , 5 , 6 , 30 , 6 ,60,2, 12.29 ,0.223383106,1.096185387, 13.38 , 65.35 ,1.376915791, 6.72 , 8 ,225,5, (1), 30 , 6 , (1), 0.03 , 1 ,10999.99,82716.07196,776,,,,,,
100130,Box,WHITE BEES WAX, 48 , 47 , 45 , 45 , 45 , 30 , 45 ,90,3, 135.96 ,1.229810882,3.150094926, 139.11 , 92.09 ,3.956826553, 2.62 , 49 ,500,25, (20), 30 , 45 , (20), 0.10 , 1 ,3402.38,167658.1544,303,,,,,,
100132,Bucket,F.D.& C YELLOW 5, 2 , 1 , 1 , 1 , 1 , 30 , 1 ,60,2, 2.56 ,0.040544847,0.467010535, 3.03 , 70.93 ,0.586610794, 13.73 , 3 ,4,2, 1 , 30 , 2 , -   , 0.65 , 1 ,51932.03,134327.9494,235,,,,,,
100134,Bags,ZINC OXIDE, 214 , 236 , 225 , 224 , 224 , 30 , 233 ,30,1, 233.16 ,60.70447152,12.77774419, 245.94 , 31.64 ,16.05009331, 2.07 , 249 ,500,100, (133), 30 , 233 , (133), 0.50 , 1 ,992,247221.3638,187,,,,,,
100140,Drum,CAN CAN, 33 , 7 , 13 , 13 , 13 , 30 , 15 ,60,2, 30.53 ,97.73594204,22.92904663, 53.46 , 105.06 ,28.80111955, 56.60 , 54 ,225,25, 10 , 15 , 25 , -   , 0.24 , 1 ,11834.93,636732.4838,71,,,,,,
100143,Drum,CIEN 85318, 17 , 6 , 7 , 7 , 7 , 30 , 9 ,50,1.666666667, 14.20 ,20.43125097,9.57008295, 23.77 , 83.69 ,12.02095785, 42.32 , 37 ,225,25, 16 , 30 , 25 , -   , 0.16 , 1 ,7244.92,268213.878,47,,,,,,
100147,Drum,ETERNAL ESS.OIL, 4 , 4 , 4 , 4 , 4 , 30 , 4 ,60,2, 8.89 ,0.022215285,0.345688385, 9.24 , 62.33 ,0.434218338, 2.93 , 25 ,225,25, 21 , 30 , 25 , -   , 0.11 , 1 ,18313.02,465777.3491,99,,,,,,
100149,Drum,GIVEX 18763, 62 , 49 , 67 , 77 , 51 , 30 , 61 ,75,2.5, 153.42 ,134.1847824,30.0376177, 183.46 , 89.68 ,37.73017833, 18.44 , 68 ,225,25, (36), 15 , 31 , (6), 0.30 , 1 ,7705.47,527165.353,638,,,,,,
100151,Drum,GIVEX 22324, 2 , 48 , 48 , 48 , 48 , 30 , 54 ,75,2.5, 134.25 ,432.45,53.92396313, 188.17 , 105.13 ,67.73375857, 37.84 , 118 ,225,50, (4), 15 , 50 , -   , 0.52 , 1 ,4114.64,484432.0324,73,,,,,,
100152,Drum,GIVEX 23541, 14 , 14 , 14 , 14 , 14 , 30 , 14 ,75,2.5, 35.23 ,0.055871269,0.612926106, 35.85 , 76.30 ,0.769894986, 1.64 , 26 ,225,25, 11 , 15 , 25 , -   , 0.11 , 1 ,7336.55,189062.1231,399,,,,,,
100158,Drum,JASMINE ESS.OIL, 31 , 6 , 14 , 14 , 14 , 30 , 17 ,60,2, 34.58 ,82.98994211,21.12864162, 55.71 , 96.66 ,26.5396352, 46.04 , 52 ,500,25, 8 , 30 , 25 , -   , 0.10 , 1 ,17997.1,927563.9687,63,,,,,,
100160,Drum,JF G 1039042, 14 , 12 , 12 , 12 , 12 , 30 , 13 ,70,2.333333333, 29.91 ,0.604390393,1.947560766, 31.86 , 74.56 ,2.446326328, 5.73 , 27 ,225,25, 12 , 30 , 25 , -   , 0.12 , 1 ,10373.95,284726.817,50,,,,,,
100162,Drum,LABRADOR 175504, 22 , 11 , 15 , 19 , 15 , 30 , 15 ,50,1.666666667, 25.54 ,18.61970571,9.135969249, 34.68 , 67.88 ,11.47566869, 22.46 , 36 ,225,25, 10 , 30 , 25 , -   , 0.16 , 1 ,7355.36,268291.6745,57,,,,,,
100165,Drum,LITTLE JOHN, 32 , 35 , 35 , 35 , 35 , 30 , 35 ,60,2, 69.26 ,1.375626725,2.720252062, 71.98 , 62.36 ,3.41690198, 2.96 , 28 ,225,25, (10), 15 , 17 , 8 , 0.13 , 1 ,5524.18,156980.0816,109,,,,,,
100178,Can,RAINBOW D, 6 , 7 , 7 , 7 , 7 , 30 , 7 ,60,2, 13.91 ,0.01978205,0.326207914, 14.24 , 61.41 ,0.409748966, 1.77 , 25 ,225,25, 18 , 15 , 25 , -   , 0.11 , 1 ,5633.9,143155.9847,27,,,,,,
100183,Drum,SANDLE WOOD CO 13490B, 7 , -   , 14 , 14 , 14 , 30 , 16 ,105,3.5, 54.66 ,39.55484758,19.29646375, 73.95 , 142.07 ,24.23824105, 46.57 , 49 ,50,25, 9 , 30 , 25 , -   , 0.98 , 1 ,3296.23,162300.5673,58,,,,,,
100202,Can,PARC F, 17 , 10 , 12 , 16 , 12 , 30 , 12 ,60,2, 24.59 ,10.01286827,7.339020437, 31.93 , 77.90 ,9.218525671, 22.49 , 34 ,225,25, 13 , 15 , 25 , -   , 0.15 , 1 ,9648.41,330154.3653,56,,,,,,
100304,Bags,SAVENDRA ROOTS, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,45,1.5, 0.01 ,8.05355E-07,0.001802532, 0.01 , 57.55 ,0.002264157, 15.77 , 750 ,200,750, 750 , 15 , 750 , -   , 3.75 , 4 ,630,472501.4264,2,,,,,,
100346,Bags,WHITE SANDLEWOOD, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,15,0.5, 0.00 ,3.22142E-06,0.002081385, 0.01 , 22.25 ,0.002614423, 9.10 , 0 ,2,0.2, 0 , 15 , 0 , -   , 0.10 , 1 ,1100,222.8758651,2,,,,,,
101581,Drum,NEO HELIOPAN BB, 23 , 25 , 12 , 16 , 16 , 30 , 534 ,60,2," 1,067.42 ",32.12676982,13.14596213," 1,080.57 ", 60.74 ,16.51261096, 0.93 , 42 ,300,25, (509),#N/A,, 25 , 0.14 , 1 ,3408.35,141489.5076,4,,,,,,
100473,Drum,GALAXY 111, 377 , 421 , 100 , 195 , 195 , 30 , 779 ,60,2," 1,558.25 ",18472.84365,315.2286798," 1,873.48 ", 72.14 ,395.9579758, 15.25 ," 1,175 ",900,220, (559), 30 , 779 , (559), 1.31 , 2 ,665.73,782287.7928,190,,,,,,
100483,Bottles,CETRIMIDE B.P, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,30,1, 0.18 ,0.000782612,0.045879333, 0.22 , 37.77 ,0.057628918, 9.75 , 2 ,225,2, 2 , 30 , 2 , -   , 0.01 , 1 ,2227.11,4582.56594,21,,,,,,
100503,Drum,BLACK NIGHT 290686, 7 , 6 , 6 , 6 , 6 , 30 , 6 ,50,1.666666667, 9.55 ,0.217967563,0.988471512, 10.54 , 55.18 ,1.241616655, 6.50 , 26 ,225,25, 19 , 30 , 25 , -   , 0.12 , 1 ,8252.84,216567.8636,124,,,,,,
100527,Drum,CARBOPOL AQUA SF - 1, 202 , 176 , 176 , 176 , 176 , 30 , 261 ,65,2.166666667, 564.58 ,142.9248624,28.85983145, 593.44 , 68.32 ,36.2507639, 4.17 , 253 ,868,217, (44), 30 , 217 , -   , 0.29 , 1 ,1200.39,303999.6845,144,,,,,,
100535,Drum,GY COL BULK - IMPORTED (  LOVE AFFAIR  ), 146 , 147 , 140 , 140 , 140 , 30 , 148 ,70,2.333333333, 344.72 ,13.70818884,9.275178578, 354.00 , 71.88 ,11.65052919, 2.37 , 412 ,800,400, 252 , 15 , 400 , -   , 0.51 , 1 ,557.08,229322.2768,#N/A,,,,,,
100536,Drum,GY COL BULK - IMPTED ( MISCHIEF MAKER  ), 64 , 62 , 57 , 57 , 57 , 30 , 59 ,70,2.333333333, 136.69 ,10.58333542,8.149735633, 144.84 , 74.17 ,10.23686305, 5.24 , 210 ,800,200, 141 , 15 , 200 , -   , 0.26 , 1 ,556.81,117061.9877,#N/A,,,,,,
100537,Drum,GY COL BULK - IMPORTED ( SECRET CRUSH ), 140 , 147 , 140 , 140 , 140 , 30 , 143 ,70,2.333333333, 333.47 ,10.14644886,7.979749829, 341.45 , 71.68 ,10.0233443, 2.10 , 410 ,800,400, 257 , 15 , 400 , -   , 0.51 , 1 ,713.53,292563.9569,#N/A,,,,,,
100594,Drum,SOMERSET CARE 30 CR (  Srilex 1730  ), 4 , 4 , 8 , 2 , 4 , 30 , 13 ,75,2.5, 32.81 ,5.54323683,6.105139183, 38.92 , 88.95 ,7.668650437, 17.53 , 33 ,225,25, 12 , 15 , 25 , -   , 0.15 , 1 ,3104.1,101406.7578,35,,,,,,
100840,Drum,MALE INSTINCT, 31 , 11 , 18 , 37 , 18 , 30 , 23 ,50,1.666666667, 37.94 ,111.1945457,22.3259509, 60.26 , 79.42 ,28.04357248, 36.96 , 53 ,225,25, 2 , 30 , 25 , -   , 0.24 , 1 ,8424.89,446886.2633,44,,,,,,
101582,Bags,LAURIC ACID, 338 , 293 , 293 , 293 , 293 , 30 , 434 ,35,1.166666667, 506.90 ,397.8770486,35.33390904, 542.23 , 37.44 ,44.38283697, 3.06 , 544 ,1000,500, 66 ,#N/A,, 500 , 0.54 , 1 ,265,144261.4518,#N/A,,,,,,
100873,Drum,MONO PROPOLYNE GLYCOL, 145 , 124 , 169 , 142 , 135 , 30 , 161 ,35,1.166666667, 187.30 ,281.5339522,29.72231492, 217.02 , 40.55 ,37.33412728, 6.98 , 252 ,860,215, 54 , 30 , 215 , -   , 0.29 , 1 ,371.46,93732.03492,213,,,,,,
100874,Can,KINGSTON IND 694592, 84 , 61 , 69 , 91 , 69 , 30 , 74 ,60,2, 148.62 ,149.1189118,28.32208415, 176.94 , 71.43 ,35.57530082, 14.36 , 73 ,300,25, (49), 15 , 37 , (12), 0.24 , 1 ,5207.95,378771.4291,105,,,,,,
100894,Drum,SRILEX 1798, 37 , 35 , 7 , 14 , 14 , 30 , 537 ,75,2.5," 1,341.78 ",177.1953103,34.51755012," 1,376.30 ", 76.93 ,43.35741052, 2.42 , 68 ,225,25, (512), 15 , 25 , -   , 0.30 , 1 ,2642.82,180656.3317,106,,,,,,
100986,Drum,OPTAMINT FSM 380616, 164 , 168 , 39 , 51 , 53 , 30 , 97 ,60,2, 193.09 ,4273.927239,151.6255566, 344.72 , 107.11 ,190.4564918, 59.18 , 370 ,720,180, 83 , 15 , 180 , -   , 0.51 , 1 ,5761.88,2134525.851,54,,,,,,
101016,Box,INDUCOS 14/3 BLUE, 26 , 12 , 16 , 16 , 16 , 30 , 25 ,60,2, 49.09 ,26.92133,12.03391949, 61.13 , 74.71 ,15.11577692, 18.47 , 35 ,40,20, (5), 30 , 20 , -   , 0.88 , 1 ,5196.99,182496.3415,56,,,,,,
101028,Drum,Srilex 1815, 6 , 8 , 2 , 5 , 5 , 30 , 5 ,75,2.5, 12.87 ,5.18896097,5.906824321, 18.77 , 109.43 ,7.419547623, 43.25 , 32 ,225,25, 20 , 15 , 25 , -   , 0.14 , 1 ,4106.68,133136.7078,49,,,,,,
101043,Can,AJIDEW NL - 50, 14 , 15 , 26 , 10 , 16 , 30 , 19 ,90,3, 56.17 ,34.36527185,16.65192198, 72.82 , 116.68 ,20.91643858, 33.51 , 121 ,300,100, 81 , 30 , 100 , -   , 0.40 , 1 ,2522.19,304974.2322,45,,,,,,
101073,Drum,FABRICA 362781, 9 , 13 , 15 , 14 , 14 , 30 , 13 ,60,2, 25.13 ,5.921063299,5.643632137, 30.77 , 73.48 ,7.088952562, 16.93 , 207 ,800,200, 187 , 30 , 200 , -   , 0.26 , 1 ,4036.69,835953.9039,#N/A,,,,,,
101083,Bags,CMC POLYMER, 14 , 21 , 24 , 22 , 22 , 30 , 20 ,30,1, 20.37 ,15.57036368,6.471325224, 26.85 , 39.53 ,8.12861583, 11.97 , 208 ,200,200, 180 , 30 , 200 , -   , 1.04 , 2 ,333.49,69408.81209,#N/A,,,,,,
101085,Bags,TINOPAL DMA - X, 2 , 3 , 3 , 3 , 3 , 30 , 3 ,30,1, 2.55 ,0.243286932,0.808915653, 3.36 , 39.53 ,1.016076979, 11.97 , 21 ,50,20, 17 , 30 , 20 , -   , 0.42 , 1 ,1024.81,21537.48585,#N/A,,,,,,
101163,Drum,GERMALL 115, 72 , 55 , 52 , 50 , 43 , 30 , 570 ,90,3," 1,711.17 ",114.9926878,30.46067957," 1,741.63 ", 91.60 ,38.26158531, 2.01 , 138 ,300,100, (470), 30 , 100 , -   , 0.46 , 1 ,4742.33,655682.0639,1753,,,,,,
101203,Box,ULTREZ 20, 3 , 3 , 6 , 2 , 3 , 30 , 8 ,65,2.166666667, 17.60 ,2.772513283,4.01954335, 21.62 , 79.85 ,5.048938598, 18.65 , 25 ,200,20, 12 , 30 , 20 , -   , 0.13 , 1 ,6588.25,165028.6697,77,,,,,,
101204,Drum,OLIVAM 1000, 10 , 10 , 10 , 21 , 2 , 30 , 11 ,60,2, 22.27 ,47.7147633,16.02083814, 38.29 , 103.17 ,20.12373571, 54.23 , 40 ,225,20, 9 , 30 , 20 , -   , 0.18 , 1 ,8600.48,345083.3865,63,,,,,,
101207,Bucket,"PETROLAN, ULTRA WHITE, USP", 47 , 21 , 34 , 50 , 10 , 30 , 43 ,90,3, 127.68 ,289.3140142,48.31580402, 175.99 , 124.06 ,60.68936359, 42.78 , 103 ,225,18.1, (24), 30 , 43 , (24), 0.46 , 1 ,1974.34,203848.5599,172,,,,,,
101208,Can,SHEBU - WS, 0 , 0 , 0 , 0 , 0 , 30 , 0 ,60,2, 0.49 ,0.011065827,0.243978062, 0.73 , 90.05 ,0.306460249, 37.74 , 5 ,2,5, 5 , 30 , 5 , -   , 2.65 , 3 ,14089.51,74765.42474,66,,,,,,
101211,Box,L-ARGININE, 1 , 1 , 0 , 1 , 1 , 30 , 1 ,65,2.166666667, 1.18 ,0.002872088,0.129371538, 1.31 , 72.12 ,0.162503273, 8.94 , 20 ,25,20, 19 , 30 , 20 , -   , 0.81 , 1 ,5998.37,120942.1548,163,,,,,,
101216,Drum,UVINUL MC 80, 104 , 19 , 44 , 84 , 9 , 30 , 50 ,70,2.333333333, 116.73 ,1671.290859,102.4137479, 219.15 , 131.41 ,128.6416589, 77.14 , 329 ,800,200, 150 , 30 , 200 , -   , 0.41 , 1 ,2507.08,823930.9302,79,,,,,,
